SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Multi-Family (2-4 Unit),47-49 MAY St,Newark City,NJ,7104,449900,6,3,North Newark,2776,3049,2010,13,162,,Active,,,http://www.redfin.com/NJ/Newark/47-May-St-07104/home/36372733,GSMLS,3692809,N,Y,40.7672018,-74.1672137
MLS Listing,,Single Family Residential,52 N 9th St,Newark,NJ,7107,255000,4,3,Newark,,1490,,14,,,Active,,,http://www.redfin.com/NJ/Newark/52-N-9th-St-07107/home/36261430,NJMLS,21005585,N,Y,40.7574186,-74.1920337
MLS Listing,,Single Family Residential,132 Heckel St,Belleville,NJ,7109,325000,2,2,Belleville,,4269,,14,,,Active,,,http://www.redfin.com/NJ/Belleville/132-Heckel-St-07109/home/36104318,NJMLS,21005548,N,Y,40.7780564,-74.1823221
MLS Listing,,Multi-Family (2-4 Unit),252 Clinton Pl,Newark,NJ,7112,350000,3,2,Newark,,2330,,14,,,Active,,,http://www.redfin.com/NJ/Newark/252-Clinton-Pl-07112/home/36284762,NJMLS,21005535,N,Y,40.714653,-74.212767
MLS Listing,,Multi-Family (2-4 Unit),250 Clinton Pl,Newark,NJ,7112,350000,6,2,Newark,,2692,,14,,,Active,,,http://www.redfin.com/NJ/Newark/250-Clinton-Pl-07112/home/36284766,NJMLS,21005531,N,Y,40.7146625,-74.2127508
MLS Listing,,Single Family Residential,64 Fairmount Ter,East Orange,NJ,7018,260000,4,3,East Orange,,6242,,14,,,Active,,,http://www.redfin.com/NJ/East-Orange/64-Fairmount-Ter-07018/home/36150122,NJMLS,21005529,N,Y,40.7468313,-74.2232747
MLS Listing,,Single Family Residential,189 N 15th St,Bloomfield,NJ,7003,490000,5,4,Bloomfield,,3498,,14,,,Active,,,http://www.redfin.com/NJ/Bloomfield/189-N-15th-St-07003/home/36105644,NJMLS,21005504,N,Y,40.7726634,-74.1884678
MLS Listing,,Multi-Family (2-4 Unit),834 S 16th St,Newark,NJ,7108,400000,9,3,Newark,,,,14,,,Active,,,http://www.redfin.com/NJ/Newark/834-S-16th-St-07108/home/36273610,NJMLS,21005412,N,Y,40.7263499,-74.2116273
MLS Listing,,Multi-Family (2-4 Unit),84 Roseville Ave,Newark City,NJ,07107-2143,499900,6,4.5,Lower Roseville,,1742,2010,15,,,Active,,,http://www.redfin.com/NJ/Newark/84-Roseville-Ave-07107/home/39925862,GSMLS,3692531,N,Y,40.753465,-74.1919993
MLS Listing,,Multi-Family (2-4 Unit),76 Heckel St,Belleville,NJ,7109,550000,6,3,Belleville,,2500,,15,,,Active,,,http://www.redfin.com/NJ/Belleville/76-Heckel-St-07109/home/36104467,NJMLS,21005356,N,Y,40.7766857,-74.1838356
MLS Listing,,Single Family Residential,145 Alexander St,Newark,NJ,7106,249900,4,1.5,Newark,,,,15,,,Active,,,http://www.redfin.com/NJ/Newark/145-Alexander-St-07106/home/36296187,NJMLS,21005337,N,Y,40.741129,-74.2270462
MLS Listing,,Single Family Residential,142 Summer Ave,Newark City,NJ,07104-1903,220000,3,1.5,Newark City,,1742,1897,15,,,Active,,,http://www.redfin.com/NJ/Newark/142-Summer-Ave-07104/home/36238803,GSMLS,3692490,N,Y,40.755846,-74.1735044
MLS Listing,,Single Family Residential,33 Leslie St,Newark City,NJ,07108-1009,329900,6,2.5,Newark City,,4791,1904,15,,,Active,,,http://www.redfin.com/NJ/Newark/33-Leslie-St-07108/home/36281888,GSMLS,3692481,N,Y,40.7219713,-74.2139853
MLS Listing,,Multi-Family (2-4 Unit),167-169 Astor St,Newark,NJ,7114,664000,6,5,Newark,,,,15,,,Active,,,http://www.redfin.com/NJ/Newark/167-Astor-St-07114/home/36061521,NJMLS,21005330,N,Y,40.720268,-74.177054
MLS Listing,,Multi-Family (2-4 Unit),789 S 17th St,Newark,NJ,7103,375000,6,3,Newark,,2500,,15,,,Active,,,http://www.redfin.com/NJ/Newark/789-S-17th-St-07103/home/36272049,NJMLS,21005322,N,Y,40.7284749,-74.2121755
MLS Listing,,Multi-Family (2-4 Unit),46 Isabella Ave,Newark,NJ,7106,419900,6,5,Newark,,2500,,15,,,Active,,,http://www.redfin.com/NJ/Newark/46-Isabella-Ave-07106/home/36292861,NJMLS,21005309,N,Y,40.743426,-74.2201222
MLS Listing,,Condo/Co-op,767 Summer Ave Unit 1B,Newark,NJ,7104,185000,2,1,Newark,,,,15,,,Active,,,http://www.redfin.com/NJ/Newark/767-Summer-Ave-07104/unit-1B/home/165716259,NJMLS,21005308,N,Y,40.778127,-74.161819
MLS Listing,,Multi-Family (2-4 Unit),31 Marne St,Newark,NJ,7105,420000,4,2,Newark,,1999,,15,,,Active,,,http://www.redfin.com/NJ/Newark/31-Marne-St-07105/home/36269632,NJMLS,21005305,N,Y,40.7245933,-74.1504778
MLS Listing,,Multi-Family (2-4 Unit),65 Chadwick Ave,Newark,NJ,7108,480000,9,3,Newark,,2801,,15,,,Active,,,http://www.redfin.com/NJ/Newark/65-Chadwick-Ave-07108/home/36273228,NJMLS,21005294,N,Y,40.7242376,-74.2003919
MLS Listing,,Single Family Residential,200 1/2 Parker St,Newark,NJ,7104,259900,3,2,Newark,,1411,,15,,,Active,,,http://www.redfin.com/NJ/Newark/200-1-2-Parker-St-07104/home/172838988,NJMLS,21005277,N,Y,40.7598871,-74.1775406
MLS Listing,,Single Family Residential,15 Unity Ave,Newark City,NJ,07106-2606,315000,4,2,Vailburg,1555,3920,1924,15,203,,Active,,,http://www.redfin.com/NJ/Newark/15-Unity-Ave-07106/home/36297061,GSMLS,3692382,N,Y,40.7382238,-74.2307947
MLS Listing,,Multi-Family (2-4 Unit),289 Conklin Ave,Hillside Twp.,NJ,07205-1446,419000,6,2,Hillside Twp.,2650,3484,1929,16,158,,Active,,,http://www.redfin.com/NJ/Hillside/289-Conklin-Ave-07205/home/37910629,GSMLS,3692371,N,Y,40.7061731,-74.2240542
MLS Listing,,Multi-Family (2-4 Unit),333 WINANS Ave,Hillside Twp.,NJ,7205,440000,6,2,Hillside Twp.,3698,3484,1958,16,119,,Active,,,http://www.redfin.com/NJ/Hillside/333-Winans-Ave-07205/home/37909334,GSMLS,3692368,N,Y,40.7066221,-74.2264386
MLS Listing,,Multi-Family (2-4 Unit),104 Lyons Ave,Newark,NJ,7112,350000,5,3,Newark,,3433,,16,,,Active,,,http://www.redfin.com/NJ/Newark/104-Lyons-Ave-07112/home/36288567,NJMLS,21005242,N,Y,40.7077812,-74.210114
MLS Listing,,Multi-Family (2-4 Unit),447 S 17th St,Newark,NJ,7103,319000,5,2,Newark,,2500,,16,,,Active,,,http://www.redfin.com/NJ/Newark/447-S-17th-St-07103/home/36235377,NJMLS,21005217,N,Y,40.741066,-74.2074542
MLS Listing,,Multi-Family (2-4 Unit),240 Garside St,Newark City,NJ,07104-2620,400000,5,3,Newark City,,2613,,16,,,Active,,,http://www.redfin.com/NJ/Newark/240-Garside-St-07104/home/36239750,GSMLS,3692330,N,Y,40.7597703,-74.1730572
MLS Listing,,Single Family Residential,217 Lindsley Ave,South Orange Village Twp.,NJ,07079-2118,454900,3,1,South Orange Village Twp.,1584,3920,1926,16,287,,Active,,,http://www.redfin.com/NJ/South-Orange/217-Lindsley-Ave-07079/home/36339751,GSMLS,3692324,N,Y,40.7383541,-74.2529891
MLS Listing,,Multi-Family (2-4 Unit),190 Dewey St,Newark City,NJ,07112-1361,220000,4,3,Newark City,2061,3484,1920,16,107,,Active,,,http://www.redfin.com/NJ/Newark/190-Dewey-St-07112/home/36280677,GSMLS,3692285,N,Y,40.7132575,-74.2183223
MLS Listing,,Multi-Family (2-4 Unit),189 Broad St,Newark,NJ,7104,667500,9,5.5,Newark,,,,16,,,Active,,,http://www.redfin.com/NJ/Newark/189-Broad-St-07104/home/174445068,NJMLS,21005172,N,Y,40.7556904,-74.169296
MLS Listing,,Condo/Co-op,109 Tiffany Blvd,Newark,NJ,7104,189000,1,1,Newark,800,,,16,236,,Active,,,http://www.redfin.com/NJ/Newark/109-Tiffany-Blvd-07104/home/95960052,NJMLS,21005155,N,Y,40.7856077,-74.165786
MLS Listing,,Multi-Family (2-4 Unit),9-11 Hanford St,Newark City,NJ,07114-1116,549000,6,3.5,Newark City,2400,5227,1929,16,229,,Active,,,http://www.redfin.com/NJ/Newark/9-Hanford-St-07114/unit-11/home/36291283,GSMLS,3692182,N,Y,40.6942285,-74.2031143
MLS Listing,,Single Family Residential,35 S Munn Ave,Newark,NJ,7106,299000,4,2.5,Newark,,2500,,18,,,Active,,,http://www.redfin.com/NJ/Newark/35-S-Munn-Ave-07106/home/36292994,NJMLS,21005071,N,Y,40.7439309,-74.2185516
MLS Listing,,Condo/Co-op,15-17 Gotthardt St,Newark,NJ,7105,309999,2,1,Newark,,,,18,,,Active,,,http://www.redfin.com/NJ/Newark/15-Gotthardt-St-07105/home/36079450,NJMLS,21005039,N,Y,40.7199263,-74.15487
MLS Listing,,Multi-Family (2-4 Unit),164-166 Ridge St,Newark,NJ,7104,590000,8,5.5,Newark,,5118,,19,,,Active,,,http://www.redfin.com/NJ/Newark/164-Ridge-St-07104/home/36238945,NJMLS,21005031,N,Y,40.7584501,-74.1774575
MLS Listing,,Single Family Residential,161 Steuben St,East Orange,NJ,7018,359000,6,3,East Orange,,3123,,19,,,Active,,,http://www.redfin.com/NJ/East-Orange/161-Steuben-St-07018/home/36142672,NJMLS,21005029,N,Y,40.7514778,-74.2034645
MLS Listing,,Single Family Residential,443 S 18th St,Newark,NJ,7103,249900,6,2,Newark,,,,19,,,Active,,,http://www.redfin.com/NJ/Newark/443-S-18th-St-07103/home/36235417,NJMLS,21005028,N,Y,40.7415227,-74.2082338
MLS Listing,,Single Family Residential,850 S 11th St,Newark City,NJ,7108,450000,6,5.5,Newark City,3000,6098,1920,19,150,,Active,,,http://www.redfin.com/NJ/Newark/850-S-11th-St-07108/home/103185157,GSMLS,3691957,N,Y,40.7239921,-74.2076147
MLS Listing,,Multi-Family (2-4 Unit),90 Vincent St,Newark City,NJ,07105-4312,595000,6,5,Newark City,,1742,2008,19,,,Active,,,http://www.redfin.com/NJ/Newark/90-Vincent-St-07105/home/36269218,GSMLS,3691921,N,Y,40.729392,-74.1362338
MLS Listing,,Multi-Family (2-4 Unit),113 S 7th St,Newark,NJ,7107,380000,7,3,Newark,,3001,,19,,,Active,,,http://www.redfin.com/NJ/Newark/113-S-7th-St-07107/home/36257850,NJMLS,21004946,N,Y,40.7452306,-74.1955306
MLS Listing,,Single Family Residential,883 Hunterdon St,Newark City,NJ,07112-2651,260000,3,1.5,Newark City,,2613,1993,19,,,Active,,,http://www.redfin.com/NJ/Newark/883-Hunterdon-St-07112/home/36283148,GSMLS,3691879,N,Y,40.7130114,-74.2033613
MLS Listing,,Multi-Family (2-4 Unit),521-525 N 5th St,Newark,NJ,7107,590000,6,3,Newark,,6521,,20,,,Active,,,http://www.redfin.com/NJ/Newark/521-N-5th-St-07107/home/36266178,NJMLS,21004904,N,Y,40.766104,-74.181839
MLS Listing,,Vacant Land,109 Mt Pleasant Ave,Newark City,NJ,07104-3918,800000,,,Newark City,,10890,,20,,,Active,,,http://www.redfin.com/NJ/Newark/109-111-Mt-Pleasant-Ave-07104/home/113649388,GSMLS,3691845,N,Y,40.7582261,-74.1677773
MLS Listing,,Multi-Family (2-4 Unit),166 Astor St,Newark,NJ,7114,599000,6,5,Newark,,,,20,,,Active,,,http://www.redfin.com/NJ/Newark/166-Astor-St-07114/home/36256561,NJMLS,21004855,N,Y,40.7199063,-74.1774604
MLS Listing,,Multi-Family (2-4 Unit),57 Dawson St,Newark City,NJ,07114-2603,885000,8,6,South Ironbound,,3920,2002,20,,,Active,,,http://www.redfin.com/NJ/Newark/57-Dawson-St-07114/home/36256351,GSMLS,3691783,N,Y,40.7213633,-74.1713142
MLS Listing,,Multi-Family (2-4 Unit),121 Palm St,Newark,NJ,7106,299000,4,3,Newark,,2500,,20,,,Active,,,http://www.redfin.com/NJ/Newark/121-Palm-St-07106/home/36302974,NJMLS,21004831,N,Y,40.7505026,-74.2299235
MLS Listing,,Multi-Family (2-4 Unit),521 525 N 5th St,Newark City,NJ,07107-2417,590000,6,3,Newark City,2997,6534,1900,20,197,,Active,,,http://www.redfin.com/NJ/Newark/525-N-5th-St-07107/home/174424648,GSMLS,3691674,N,Y,40.7661967,-74.1818476
MLS Listing,,Multi-Family (2-4 Unit),,Newark City,NJ,07112-2216,350000,7,7.5,,,3920,,20,,,Active,,,http://www.redfin.com/NJ/Newark/Undisclosed-address-07112/home/174424324,GSMLS,3691658,N,Y,40.7132136,-74.2120629
MLS Listing,,Multi-Family (2-4 Unit),77 Cutler St,Newark City,NJ,07104-2563,375000,6,3,Newark City,2247,2178,1892,21,167,,Active,,,http://www.redfin.com/NJ/Newark/77-Cutler-St-07104/home/36238079,GSMLS,3691639,N,Y,40.7539648,-74.175167
MLS Listing,,Multi-Family (2-4 Unit),179 Schuyler Ave,Newark,NJ,7112,299900,5,3,Newark,,3842,,21,,,Active,,,http://www.redfin.com/NJ/Newark/179-Schuyler-Ave-07112/home/36284902,NJMLS,21004740,N,Y,40.7121338,-74.213324
MLS Listing,,Condo/Co-op,18 Ashby Ln,Newark,NJ,7103,250000,2,2,Newark,,,,21,,,Active,,,http://www.redfin.com/NJ/Newark/18-Ashby-Ln-07103/unit-15C/home/165673028,NJMLS,21004736,N,Y,40.741303,-74.185081
MLS Listing,,Single Family Residential,520-526 Parker St,Newark,NJ,7104,299900,6,5.5,Newark,,10698,,21,,,Active,,,http://www.redfin.com/NJ/Newark/520-Parker-St-07104/home/36245923,NJMLS,21004727,N,Y,40.7714449,-74.1716002
MLS Listing,,Multi-Family (2-4 Unit),63-65 Rose Ter,Newark City,NJ,07108-1618,300000,6,2,Newark City,,3484,1955,21,,,Active,,,http://www.redfin.com/NJ/Newark/63-Rose-Ter-07108/home/36271768,GSMLS,3691552,N,Y,40.7270286,-74.2022391
MLS Listing,,Multi-Family (2-4 Unit),366 Chadwick Ave,Newark,NJ,7112,480000,10,5,Newark,,3872,,21,,,Active,,,http://www.redfin.com/NJ/Newark/366-Chadwick-Ave-07112/home/36283088,NJMLS,21004675,N,Y,40.7134986,-74.2045651
MLS Listing,,Multi-Family (2-4 Unit),134 Alexander St #2,Newark City,NJ,07106-1900,359000,7,2,Newark City,2368,4356,1926,21,152,,Active,,,http://www.redfin.com/NJ/Newark/134-Alexander-St-07106/unit-2/home/174390826,GSMLS,3691530,N,Y,40.7413178,-74.2263928
MLS Listing,,Multi-Family (2-4 Unit),381 Leslie St,Newark,NJ,7112,399000,7,3,Newark,,3999,,21,,,Active,,,http://www.redfin.com/NJ/Newark/381-Leslie-St-07112/home/36291561,NJMLS,21004651,N,Y,40.7112827,-74.2229996
MLS Listing,,Multi-Family (2-4 Unit),37 Schuyler St,Belleville,NJ,7109,525000,6,4,Belleville,,4526,,21,,,Active,,,http://www.redfin.com/NJ/Belleville/37-Schuyler-St-07109/home/36081263,NJMLS,21004614,N,Y,40.7821283,-74.1513608
MLS Listing,,Single Family Residential,40 Pine Grove Ter,Newark,NJ,7106,300000,4,1.5,Newark,,2465,,22,,,Active,,,http://www.redfin.com/NJ/Newark/40-Pine-Grove-Ter-07106/home/36294236,NJMLS,21004598,N,Y,40.743799,-74.2231371
MLS Listing,,Condo/Co-op,15-17 Gotthardt St Unit 1B,Newark City,NJ,07105-3018,309999,2,1,Ironbound,1166,1306,2009,22,266,,Active,,,http://www.redfin.com/NJ/Newark/15-Gotthardt-St-07105/unit-1B/home/36079655,GSMLS,3691419,N,Y,40.7199263,-74.15487
MLS Listing,,Vacant Land,402 Myrtle Ave,Irvington,NJ,7111,60000,,,Irvington,,,,22,,,Active,,,http://www.redfin.com/NJ/Irvington/402-Myrtle-Ave-07111/home/148326271,NJMLS,21004583,N,Y,40.73886,-74.218041
MLS Listing,,Multi-Family (2-4 Unit),40 Washington Ave,Belleville,NJ,7109,879000,4,5,Belleville,,2500,,22,,,Active,,,http://www.redfin.com/NJ/Belleville/40-Washington-Ave-07109/home/36080973,NJMLS,21004560,N,Y,40.7824761,-74.1538379
MLS Listing,,Multi-Family (2-4 Unit),144 Walnut St,Newark,NJ,7105,639000,9,4,Newark,,2849,,22,,,Active,,,http://www.redfin.com/NJ/Newark/144-Walnut-St-07105/home/36252595,NJMLS,21004545,N,Y,40.7283764,-74.1681493
MLS Listing,,Vacant Land,40 CARTERET St,Newark City,NJ,07104-3428,525000,,,Newark City,,6534,,22,,,Active,,,http://www.redfin.com/NJ/Newark/40-Carteret-St-07104/home/36248396,GSMLS,3691373,N,Y,40.7736229,-74.1632354
MLS Listing,,Multi-Family (2-4 Unit),231-233 Renner Ave,Newark,NJ,7112,489900,10,3,Newark,,4099,,22,,,Active,,,http://www.redfin.com/NJ/Newark/231-Renner-Ave-07112/home/36282825,NJMLS,21004523,N,Y,40.7129084,-74.2089222
MLS Listing,,Single Family Residential,33 Melrose Ave,Newark,NJ,7106,210000,3,1.5,Newark,,3341,,22,,,Active,,,http://www.redfin.com/NJ/Newark/33-Melrose-Ave-07106/home/36294549,NJMLS,21004511,N,Y,40.7389434,-74.2243293
MLS Listing,,Townhouse,18 Ashby Ln #1,Newark City,NJ,07103-3198,250000,2,2.5,Society Hill,,,1990,22,,,Active,,,http://www.redfin.com/NJ/Newark/18-Ashby-Ln-07103/unit-1/home/170394451,GSMLS,3691309,N,Y,40.741303,-74.185081
MLS Listing,,Single Family Residential,122 Carolina Ave,Newark City,NJ,07106-2717,229000,3,2,Vailsburg,,3920,1925,22,,,Active,,,http://www.redfin.com/NJ/Newark/122-Carolina-Ave-07106/home/36294710,GSMLS,3691293,N,Y,40.7379874,-74.2257057
MLS Listing,,Single Family Residential,96 W Alpine St,Newark,NJ,7108,199999,4,1.5,Newark,,1163,,23,,,Active,,,http://www.redfin.com/NJ/Newark/96-W-Alpine-St-07108/home/36274257,NJMLS,21004447,N,Y,40.720119,-74.1952912
MLS Listing,,Multi-Family (2-4 Unit),331 W Runyon St,Newark,NJ,7108,265000,4,2,Newark,,3446,,23,,,Active,,,http://www.redfin.com/NJ/Newark/331-W-Runyon-St-07108/home/36278989,NJMLS,21004421,N,Y,40.7198652,-74.2102974
MLS Listing,,Multi-Family (2-4 Unit),374-376 Chadwick Ave,Newark,NJ,7112,449900,11,3,Newark,,,,23,,,Active,,,http://www.redfin.com/NJ/Newark/374-Chadwick-Ave-07112/home/36283089,NJMLS,21004404,N,Y,40.71331,-74.2051592
MLS Listing,,Single Family Residential,35 Richelieu Ter,Newark,NJ,7106,339000,4,2,Newark,,3250,,23,,,Active,,,http://www.redfin.com/NJ/Newark/35-Richelieu-Ter-07106/home/36301314,NJMLS,21004393,N,Y,40.7443716,-74.2343597
MLS Listing,,Multi-Family (2-4 Unit),57 N 7th St,Newark City,NJ,07107-2954,409000,7,4,Newark City,2850,2178,1887,23,144,,Active,,,http://www.redfin.com/NJ/Newark/57-N-7th-St-07107/home/51591464,GSMLS,3691111,N,Y,40.7513586,-74.1917814
MLS Listing,,Multi-Family (2-4 Unit),148 4th Ave,Newark,NJ,7104,389000,6,3,Newark,,1625,,23,,,Active,,,http://www.redfin.com/NJ/Newark/148-4th-Ave-07104/home/36240189,NJMLS,21004354,N,Y,40.7575612,-74.1738942
MLS Listing,,Single Family Residential,134 Alexander St,Newark,NJ,7106,359000,7,2,Newark,,4373,,23,,,Active,,,http://www.redfin.com/NJ/Newark/134-Alexander-St-07106/home/36294356,NJMLS,21004346,N,Y,40.7413178,-74.2263928
MLS Listing,,Multi-Family (2-4 Unit),171 Clifford St,Newark City,NJ,07105-1925,895000,9,6,Ironbound,4400,4356,2012,25,203,,Active,,,http://www.redfin.com/NJ/Newark/171-Clifford-St-07105/home/51590824,GSMLS,3690898,N,Y,40.7189566,-74.1607644
MLS Listing,,Multi-Family (2-4 Unit),306 S 10th St,Newark,NJ,7103,340000,5,3,Newark,,3498,,26,,,Active,,,http://www.redfin.com/NJ/Newark/306-S-10th-St-07103/home/36256515,NJMLS,21004180,N,Y,40.7422352,-74.1995205
MLS Listing,,Multi-Family (2-4 Unit),114 W END Ave,Newark City,NJ,07106-1913,400000,7,5,Newark City,,3920,1922,26,,,Active,,,http://www.redfin.com/NJ/Newark/114-W-End-Ave-07106/home/36294554,GSMLS,3690841,N,Y,40.7414612,-74.2241001
MLS Listing,,Multi-Family (2-4 Unit),194 Hobson St,Newark City,NJ,07112-1324,249999,4,2,Newark City,,3920,1922,26,,,Active,,,http://www.redfin.com/NJ/Newark/194-Hobson-St-07112/home/36280560,GSMLS,3690808,N,Y,40.7134506,-74.2191899
MLS Listing,,Single Family Residential,469 S 16th St,Newark,NJ,7103,199900,3,2,Newark,,1681,,26,,,Active,,,http://www.redfin.com/NJ/Newark/469-S-16th-St-07103/home/36236283,NJMLS,21004131,N,Y,40.7398422,-74.2069411
MLS Listing,,Multi-Family (2-4 Unit),107 ROSE Ter,Newark City,NJ,07108-1618,365000,7,3,Newark City,,4356,1915,27,,,Active,,,http://www.redfin.com/NJ/Newark/107-Rose-Ter-07108/home/36271704,GSMLS,3690714,N,Y,40.7274232,-74.2043817
MLS Listing,,Multi-Family (2-4 Unit),52 MONTICELLO Ave,Newark City,NJ,07106-1506,429000,6,3,Newark City,,4356,1952,27,,,Active,,,http://www.redfin.com/NJ/Newark/52-Monticello-Ave-07106/home/36303135,GSMLS,3690614,N,Y,40.7474494,-74.2347126
MLS Listing,,Condo/Co-op,97 Tiffany Blvd,Newark,NJ,7104,185000,1,1,Newark,,,,27,,,Active,,,http://www.redfin.com/NJ/Newark/97-Tiffany-Blvd-07104/unit-97A/home/165585073,NJMLS,21003983,N,Y,40.7855702,-74.1655818
MLS Listing,,Single Family Residential,307 Stuyvesant Ave,Newark,NJ,7106,299000,3,1,Newark,,3729,,28,,,Active,,,http://www.redfin.com/NJ/Newark/307-Stuyvesant-Ave-07106/home/36296861,NJMLS,21003946,N,Y,40.7360968,-74.2332707
MLS Listing,,Multi-Family (2-4 Unit),107-109 Fabyan Pl,Newark,NJ,7112,550000,8,5,Newark,,4055,,28,,,Active,,,http://www.redfin.com/NJ/Newark/107-Fabyan-Pl-07112/home/113880609,NJMLS,21003886,N,Y,40.720083,-74.2180563
MLS Listing,,Multi-Family (2-4 Unit),64 New York Ave,Newark,NJ,7105,445000,6,2,Newark,,2749,,29,,,Active,,,http://www.redfin.com/NJ/Newark/64-New-York-Ave-07105/home/36252282,NJMLS,21003810,N,Y,40.727335,-74.167404
MLS Listing,,Multi-Family (2-4 Unit),34-36 N 6th St,Newark,NJ,7107,499000,7,3,Newark,,5001,,29,,,Active,,,http://www.redfin.com/NJ/Newark/34-N-6th-St-07107/home/36259731,NJMLS,21003786,N,Y,40.7496768,-74.1923699
MLS Listing,,Multi-Family (2-4 Unit),11 Sunset Ave,Newark,NJ,7106,289000,4,2,Newark,,2500,,29,,,Active,,,http://www.redfin.com/NJ/Newark/11-Sunset-Ave-07106/home/36295969,NJMLS,21003761,N,Y,40.7452594,-74.224742
MLS Listing,,Multi-Family (2-4 Unit),45 Lenox Ave,Irvington,NJ,7111,350000,5,3,Irvington,,4247,,29,,,Active,,,http://www.redfin.com/NJ/Irvington/45-Lenox-Ave-07111/home/36169009,NJMLS,21003744,N,Y,40.7354294,-74.2304279
MLS Listing,,Multi-Family (2-4 Unit),402 S 15th St,Newark,NJ,7103,450000,7,3,Newark,,2500,,30,,,Active,,,http://www.redfin.com/NJ/Newark/402-S-15th-St-07103/home/36235337,NJMLS,21003695,N,Y,40.7413699,-74.204932
